"","long","lat","group","year"
"59474",-121.1,40.39,"101.3",2006
"59491",-121.11,40.39,"101.3",2006
"59546",-121.07,40.41,"101.4",2006
"59551",-121.06,40.41,"101.4",2006
"59579",-121.07,40.57,"102.1",2006
"59588",-121.08,40.57,"102.1",2006
"59589",-121.08,40.58,"102.1",2006
"59611",-121.09,40.58,"102.1",2006
"59614",-121.09,40.59,"102.1",2006
"59625",-121.08,40.59,"102.1",2006
"59685",-121.07,40.58,"102.1",2006
"59763",-123.17,40.49,"103.1",2006
"59775",-123.17,40.5,"103.1",2006
"59911",-123.16,40.47,"103.2",2006
"59923",-123.16,40.48,"103.2",2006
"59958",-123.15,40.47,"103.3",2006
"59972",-123.16,40.48,"103.4",2006
"59985",-123.16,40.49,"103.4",2006
"60006",-123.19,40.43,"104.1",2006
"60060",-123.19,40.42,"104.1",2006
"60241",-123.19,40.42,"104.2",2006
"60524",-121.18,41.69,"105.1",2006
"60623",-121.18,41.68,"105.1",2006
"60665",-121.19,41.68,"105.1",2006
"60690",-121.2,41.68,"105.1",2006
"60711",-121.19,41.69,"105.1",2006
"60843",-121.23,41.68,"105.2",2006
"61078",-121.23,41.67,"105.2",2006
"61341",-121.22,41.67,"105.2",2006
"61590",-121.24,41.67,"105.2",2006
"61592",-121.24,41.68,"105.2",2006
"61655",-121.22,41.66,"105.3",2006
"61686",-121.22,41.65,"105.3",2006
"61758",-121.23,41.65,"105.3",2006
"61808",-121.23,41.66,"105.3",2006
"61930",-121.21,41.66,"105.3",2006
"61971",-121.22,41.67,"105.4",2006
"62138",-121.22,41.66,"105.4",2006
"62480",-121.23,41.67,"105.4",2006
"62545",-121.21,41.66,"105.5",2006
"62645",-121.21,41.67,"105.5",2006
"62663",-121.19,41.69,"105.6",2006
"62698",-121.18,41.69,"105.6",2006
"62761",-121.23,41.66,"105.7",2006
"62772",-121.22,41.66,"105.7",2006
"63069",-121.19,41.68,"105.8",2006
"63103",-121.19,41.69,"105.8",2006
"63188",-121.19,41.7,"105.9",2006
"63214",-121.18,41.7,"105.9",2006
"63227",-121.19,41.69,"105.9",2006
"63266",-121.23,41.67,"105.10",2006
"63336",-121.23,41.67,"105.11",2006
"63345",-121.23,41.67,"105.12",2006
"63350",-121.23,41.67,"105.13",2006
"63354",-121.23,41.67,"105.14",2006
"63358",-121.22,41.66,"105.15",2006
"63363",-121.19,41.69,"105.16",2006
"63367",-121.22,41.66,"105.17",2006
"63372",-121.19,41.7,"105.18",2006
"63376",-121.21,41.66,"105.19",2006
"63381",-121.21,41.66,"105.20",2006
"63385",-118.65,37.63,"106.1",2006
"63405",-118.64,37.63,"106.1",2006
"63410",-118.64,37.62,"106.1",2006
"63426",-118.63,37.62,"106.1",2006
"63439",-118.63,37.61,"106.1",2006
"63455",-118.62,37.61,"106.1",2006
"63490",-118.64,37.61,"106.1",2006
"63517",-118.65,37.61,"106.1",2006
"63534",-118.66,37.61,"106.1",2006
"63552",-118.67,37.61,"106.1",2006
"63574",-118.68,37.61,"106.1",2006
"63597",-118.68,37.62,"106.1",2006
"63627",-118.68,37.63,"106.1",2006
"63636",-118.67,37.62,"106.1",2006
"63637",-118.67,37.63,"106.1",2006
"63663",-118.66,37.63,"106.1",2006
"63707",-122.65,39.25,"107.1",2006
"63716",-122.66,39.25,"107.1",2006
"63723",-122.62,39.25,"107.2",2006
"63724",-122.63,39.25,"107.2",2006
"63735",-122.68,39.67,"108.1",2006
"63737",-122.69,39.67,"108.1",2006
"63746",-122.7,39.67,"108.1",2006
"63749",-122.7,39.68,"108.1",2006
"63763",-122.71,39.68,"108.1",2006
"63810",-122.68,39.67,"108.2",2006
"63814",-122.69,39.67,"108.2",2006
"63834",-122.7,39.67,"108.2",2006
"63838",-122.7,39.68,"108.2",2006
"63850",-122.71,39.68,"108.2",2006
"63879",-122.68,39.67,"108.3",2006
"63883",-122.61,39.67,"109.1",2006
"63894",-122.62,39.67,"109.1",2006
"63896",-122.62,39.66,"109.1",2006
"63907",-122.63,39.66,"109.1",2006
"63915",-122.64,39.66,"109.1",2006
"63917",-122.64,39.67,"109.1",2006
"63920",-122.63,39.67,"109.1",2006
"63942",-122.64,39.66,"109.2",2006
"63944",-122.63,39.66,"109.2",2006
"63960",-122.62,39.66,"109.2",2006
"64007",-122.68,39.69,"109.3",2006
"64036",-122.65,39.67,"109.4",2006
"64040",-122.65,39.68,"109.4",2006
"64067",-122.65,39.67,"109.5",2006
"64084",-122.64,39.67,"109.6",2006
"64105",-120.32,38.65,"110.1",2006
"64188",-120.31,38.65,"110.1",2006
"64272",-120.31,38.64,"110.1",2006
"64288",-120.32,38.64,"110.1",2006
"64552",-120.3,38.65,"110.2",2006
"64594",-120.3,38.66,"110.2",2006
"64687",-120.29,38.65,"110.2",2006
"64695",-120.3,38.66,"110.3",2006
"64699",-120.31,38.65,"110.4",2006
"64703",-120.3,38.66,"110.5",2006
"64707",-120.31,38.65,"110.6",2006
"64711",-120.33,38.7,"111.1",2006
"64713",-120.33,38.69,"111.1",2006
"65338",-120.32,38.7,"111.1",2006
"65457",-120.3,38.65,"111.2",2006
"65476",-120.31,38.65,"111.2",2006
"65495",-120.32,38.69,"111.3",2006
"65552",-120.32,38.69,"111.4",2006
"65559",-120.33,38.69,"111.4",2006
"65619",-120.33,38.69,"111.5",2006
"65626",-120.33,38.69,"111.6",2006
"65634",-120.33,38.69,"111.7",2006
"65638",-120.33,38.69,"111.8",2006
"65643",-120.32,38.69,"111.9",2006
"65654",-120.33,38.69,"111.10",2006
"65660",-120.33,38.69,"111.11",2006
"65664",-120.32,38.69,"111.12",2006
"65668",-120.33,38.7,"111.13",2006
"65673",-120.33,38.69,"111.14",2006
"65678",-120.33,38.69,"111.15",2006
"65682",-120.33,38.69,"111.16",2006
"65686",-120.33,38.69,"111.17",2006
"65690",-116.71,33.74,"112.1",2006
"65692",-116.7,33.74,"112.1",2006
"65760",-122.97,39.46,"113.1",2006
"65785",-122.96,39.46,"113.1",2006
"65866",-122.96,39.45,"113.1",2006
"66077",-122.97,39.45,"113.1",2006
"66781",-121.35,39.68,"114.1",2006
"66802",-121.35,39.67,"114.1",2006
"66837",-121.36,39.67,"114.1",2006
"66856",-121.36,39.66,"114.2",2006
"66859",-121.35,39.66,"114.2",2006
"66881",-121.35,39.68,"115.1",2006
"66930",-121.35,39.68,"115.2",2006
"66987",-121.35,39.68,"115.3",2006
"67010",-121.35,39.68,"116.1",2006
"67059",-121.35,39.68,"116.2",2006
"67116",-121.35,39.68,"116.3",2006
"67139",-120.88,39.69,"117.1",2006
"67142",-120.88,39.7,"117.1",2006
"67158",-120.89,39.7,"117.1",2006
"67289",-120.9,39.69,"117.2",2006
"67290",-120.9,39.68,"117.2",2006
"67324",-120.91,39.68,"117.2",2006
"67352",-120.9,39.71,"117.3",2006
"67447",-120.89,39.7,"117.4",2006
"67450",-120.89,39.69,"117.4",2006
"67505",-120.91,39.68,"117.5",2006
"67555",-120.91,39.68,"117.6",2006
"67582",-120.9,39.71,"117.7",2006
"67601",-120.91,39.71,"117.7",2006
"67653",-120.91,39.69,"117.8",2006
"67660",-120.91,39.68,"117.8",2006
"67663",-120.92,39.68,"117.8",2006
"67666",-120.92,39.69,"117.8",2006
"67675",-120.89,39.7,"117.9",2006
"67720",-120.96,39.64,"117.10",2006
"67726",-120.96,39.63,"117.10",2006
"67742",-120.92,39.68,"117.11",2006
"67744",-120.91,39.68,"117.11",2006
"67769",-120.91,39.68,"117.12",2006
"67792",-120.89,39.71,"117.13",2006
"67804",-120.9,39.71,"117.13",2006
"67818",-121.08,39.55,"118.1",2006
"67841",-121.07,39.55,"118.1",2006
"67880",-121.08,39.56,"118.1",2006
"67954",-121.03,39.59,"118.2",2006
"67972",-121.02,39.59,"118.2",2006
"68036",-121.02,39.58,"118.2",2006
"68079",-121.08,39.55,"118.3",2006
"68080",-121.07,39.55,"118.3",2006
"68110",-121.07,39.54,"118.3",2006
"68132",-121.08,39.54,"118.3",2006
"68147",-121.35,39.68,"119.1",2006
"68168",-121.35,39.67,"119.1",2006
"68203",-121.36,39.67,"119.1",2006
"68222",-121.35,39.68,"119.2",2006
"68271",-121.36,39.66,"119.3",2006
"68274",-121.35,39.66,"119.3",2006
"68296",-121.35,39.68,"119.4",2006
"68353",-121.35,39.68,"119.5",2006
"68376",-119.9,38.97,"120.1",2006
"68387",-119.9,38.96,"120.1",2006
"68439",-119.89,38.96,"120.1",2006
"68515",-119.91,38.97,"121.1",2006
"68518",-119.9,38.97,"121.1",2006
"68559",-119.6,37.37,"122.1",2006
"68563",-119.6,37.36,"122.1",2006
"68565",-119.59,37.36,"122.1",2006
"68587",-119.59,37.35,"122.1",2006
"68595",-119.6,37.35,"122.1",2006
"68620",-119.6,37.38,"122.1",2006
"68624",-119.59,37.38,"122.1",2006
"68625",-119.59,37.37,"122.1",2006
"68635",-119.4,37.21,"122.2",2006
"68658",-119.4,37.2,"122.2",2006
"68727",-119.41,37.2,"122.2",2006
"68861",-119.41,37.21,"122.2",2006
"68898",-119.73,37.47,"122.3",2006
"68901",-119.72,37.47,"122.3",2006
"68903",-119.72,37.46,"122.3",2006
"68996",-119.73,37.46,"122.3",2006
"69033",-119.6,37.38,"122.4",2006
"69035",-119.61,37.38,"122.4",2006
"69053",-119.6,37.39,"122.4",2006
"69065",-119.39,37.2,"122.5",2006
"69103",-119.4,37.2,"122.5",2006
"69204",-119.32,37.45,"122.6",2006
"69210",-119.31,37.45,"122.6",2006
"69282",-119.32,37.44,"122.6",2006
"69367",-119.33,37.44,"122.6",2006
"69542",-119.59,37.35,"122.7",2006
"69558",-119.6,37.35,"122.7",2006
"69567",-119.33,37.45,"122.8",2006
"69570",-119.33,37.44,"122.8",2006
"69632",-119.34,37.44,"122.8",2006
"69664",-119.34,37.45,"122.8",2006
"69671",-119.31,37.46,"122.9",2006
"69672",-119.3,37.46,"122.9",2006
"69781",-119.26,37.46,"122.10",2006
"70011",-119.26,37.45,"122.10",2006
"70330",-119.65,37.49,"122.11",2006
"70331",-119.65,37.48,"122.11",2006
"70334",-119.64,37.49,"122.11",2006
"70336",-119.64,37.48,"122.11",2006
"70369",-119.59,37.3,"122.12",2006
"70431",-119.6,37.3,"122.12",2006
"70477",-119.57,37.3,"122.13",2006
"70743",-119.58,37.3,"122.13",2006
"71300",-119.4,37.19,"122.14",2006
"71308",-119.39,37.19,"122.14",2006
"71339",-119.61,37.29,"122.15",2006
"71341",-119.6,37.29,"122.15",2006
"71387",-119.6,37.35,"122.16",2006
"71401",-119.33,37.45,"122.17",2006
"71420",-119.32,37.45,"122.17",2006
"71651",-119.6,37.29,"122.18",2006
"71654",-119.59,37.29,"122.18",2006
"71725",-119.62,37.29,"122.19",2006
"71740",-119.61,37.29,"122.19",2006
"71859",-119.39,37.2,"122.20",2006
"71866",-119.39,37.19,"122.20",2006
"71897",-119.4,37.19,"122.20",2006
"71912",-119.4,37.2,"122.20",2006
"71922",-119.27,37.45,"122.21",2006
"72216",-119.28,37.45,"122.21",2006
"72303",-119.57,37.3,"122.22",2006
"73074",-119.27,37.45,"122.23",2006
"73128",-119.26,37.45,"122.23",2006
"73511",-119.33,37.46,"122.24",2006
"73566",-119.31,37.47,"122.25",2006
"73622",-119.31,37.45,"122.26",2006
"73695",-119.73,37.47,"122.27",2006
"73697",-119.73,37.46,"122.27",2006
"73729",-119.64,37.49,"122.28",2006
"73824",-119.61,37.28,"122.29",2006
"73857",-119.61,37.28,"122.30",2006
"73889",-119.59,37.29,"122.31",2006
"73925",-119.53,37.47,"122.32",2006
"74087",-119.31,37.45,"122.33",2006
"74107",-119.31,37.46,"122.33",2006
"74129",-119.65,37.5,"122.34",2006
"74134",-119.65,37.49,"122.34",2006
"74174",-119.61,37.29,"122.35",2006
"74194",-119.59,37.29,"122.36",2006
"74211",-119.59,37.29,"122.37",2006
"74223",-119.59,37.3,"122.38",2006
"74240",-119.72,37.46,"122.39",2006
"74241",-119.73,37.46,"122.39",2006
"74253",-119.73,37.46,"122.40",2006
"74264",-119.73,37.46,"122.41",2006
"74268",-119.6,37.29,"122.42",2006
"74272",-119.57,37.3,"122.43",2006
"74276",-119.4,37.21,"123.1",2006
"74299",-119.4,37.2,"123.1",2006
"74365",-119.41,37.2,"123.1",2006
"74499",-119.41,37.21,"123.1",2006
"74536",-119.45,37.22,"123.2",2006
"74563",-119.45,37.21,"123.2",2006
"74646",-119.44,37.22,"123.2",2006
"74672",-119.44,37.21,"123.2",2006
"74832",-119.43,37.21,"123.2",2006
"75603",-119.48,37.24,"123.3",2006
"75726",-119.48,37.23,"123.3",2006
"75770",-119.47,37.23,"123.3",2006
"76076",-119.43,37.21,"123.4",2006
"76163",-119.42,37.21,"123.4",2006
"76567",-119.48,37.24,"123.5",2006
"76609",-119.48,37.23,"123.5",2006
"76631",-119.49,37.23,"123.5",2006
"76650",-119.49,37.24,"123.5",2006
"76853",-119.41,37.22,"123.6",2006
"76951",-119.41,37.21,"123.6",2006
"77221",-119.42,37.2,"123.7",2006
"77370",-119.43,37.2,"123.7",2006
"77430",-119.42,37.21,"123.7",2006
"77440",-119.43,37.2,"123.8",2006
"77492",-119.42,37.2,"123.8",2006
"77628",-119.61,37.28,"123.9",2006
"77758",-119.41,37.2,"123.10",2006
"77762",-119.42,37.2,"123.10",2006
"77772",-119.48,37.24,"123.11",2006
"77776",-119.51,37.26,"124.1",2006
"77778",-119.52,37.26,"124.1",2006
"77782",-119.52,37.27,"124.1",2006
"77799",-116.88,33.35,"125.1",2006
"77815",-116.87,33.35,"125.1",2006
"77869",-116.87,33.34,"125.1",2006
"77911",-116.89,33.35,"125.2",2006
"77913",-116.89,33.34,"125.2",2006
"77917",-116.88,33.34,"125.2",2006
"77926",-116.88,33.35,"125.2",2006
"78185",-118.31,34.3,"126.1",2006
"78224",-118.3,34.3,"126.1",2006
"78249",-118.3,34.31,"126.1",2006
"78340",-118.45,34.67,"127.1",2006
"78374",-118.44,34.67,"127.1",2006
"78501",-119.87,37.76,"128.1",2006
"78529",-119.87,37.75,"128.1",2006
"78572",-119.88,37.75,"128.1",2006
"78599",-119.88,37.76,"128.1",2006
"78649",-119.86,37.76,"128.2",2006
"78685",-119.87,37.76,"128.2",2006
"78701",-119.88,37.75,"128.3",2006
"78710",-119.87,37.75,"128.3",2006
"78718",-119.87,37.76,"128.3",2006
"78720",-119.88,37.76,"128.3",2006
"78726",-120.09,38.38,"129.1",2006
"78741",-120.09,38.37,"129.1",2006
"78798",-120.04,38.37,"129.2",2006
"78806",-120.04,38.36,"129.2",2006
"78808",-120.05,38.36,"129.2",2006
"78814",-120.05,38.37,"129.2",2006
"78862",-120.11,38.35,"129.3",2006
"78867",-120.11,38.34,"129.3",2006
"78893",-120.21,38.45,"129.4",2006
"78897",-120.2,38.45,"129.4",2006
"78950",-120.09,38.38,"129.5",2006
"78951",-120.09,38.37,"129.5",2006
"78955",-120.08,38.37,"129.5",2006
"78977",-120.08,38.38,"129.5",2006
"78996",-120.21,38.45,"129.6",2006
"79015",-120.22,38.45,"129.6",2006
"79027",-120.21,38.44,"129.6",2006
"79029",-120.22,38.44,"129.6",2006
"79050",-120.22,38.45,"129.7",2006
"79066",-120.22,38.44,"129.7",2006
"79075",-120.23,38.45,"129.7",2006
"79091",-120.22,38.47,"129.8",2006
"79095",-120.22,38.48,"129.8",2006
"79115",-120.08,38.33,"129.9",2006
"79201",-120.17,38.44,"129.10",2006
"79236",-120.17,38.45,"129.10",2006
"79249",-120.2,38.49,"129.11",2006
"79256",-120.21,38.49,"129.11",2006
"79276",-120.1,38.37,"129.12",2006
"79296",-120.09,38.37,"129.12",2006
"79333",-120.14,38.33,"129.13",2006
"79390",-120.19,38.44,"129.14",2006
"79396",-120.19,38.45,"129.14",2006
"79425",-120.2,38.44,"129.15",2006
"79429",-120.21,38.44,"129.15",2006
"79436",-120.21,38.45,"129.15",2006
"79438",-120.2,38.45,"129.15",2006
"79459",-120.1,38.33,"129.16",2006
"79463",-120.11,38.34,"129.16",2006
"79464",-120.1,38.34,"129.16",2006
"79495",-120.2,38.44,"129.17",2006
"79516",-120.2,38.45,"129.17",2006
"79534",-120.09,38.38,"129.18",2006
"79572",-120.09,38.37,"129.19",2006
"79593",-120.1,38.37,"129.19",2006
"79598",-120.08,38.36,"129.20",2006
"79628",-120.09,38.34,"129.21",2006
"79671",-120.05,38.37,"129.22",2006
"79706",-120.22,38.48,"129.23",2006
"79754",-120.2,38.45,"129.24",2006
"79755",-120.21,38.45,"129.24",2006
"79772",-120.21,38.44,"129.24",2006
"79801",-120.07,38.37,"129.25",2006
"79808",-120.07,38.38,"129.25",2006
"79825",-120.21,38.48,"129.26",2006
"79835",-120.22,38.48,"129.26",2006
"79856",-120.19,38.45,"129.27",2006
"79882",-120.07,38.34,"129.28",2006
"79893",-120.08,38.34,"129.28",2006
"79926",-120.2,38.47,"129.29",2006
"79979",-120.17,38.48,"129.30",2006
"80015",-120.08,38.36,"129.31",2006
"80041",-120.08,38.37,"129.32",2006
"80067",-120.13,38.34,"129.33",2006
"80110",-120.08,38.38,"129.34",2006
"80113",-120.09,38.38,"129.34",2006
"80132",-120.14,38.44,"129.35",2006
"80155",-120.21,38.45,"129.36",2006
"80182",-120.07,38.37,"129.37",2006
"80190",-120.07,38.36,"129.37",2006
"80201",-120.08,38.38,"129.38",2006
"80224",-120.08,38.37,"129.39",2006
"80225",-120.08,38.36,"129.39",2006
"80231",-120.09,38.36,"129.39",2006
"80243",-120.18,38.46,"129.40",2006
"80252",-120.18,38.45,"129.40",2006
"80289",-120.17,38.45,"129.41",2006
"80290",-120.18,38.45,"129.41",2006
"80309",-120.19,38.45,"129.42",2006
"80317",-120.18,38.45,"129.42",2006
"80338",-120.08,38.32,"129.43",2006
"80367",-120.15,38.33,"129.44",2006
"80404",-120.15,38.33,"129.45",2006
"80437",-120.18,38.48,"129.46",2006
"80449",-120.19,38.48,"129.46",2006
"80462",-120.08,38.36,"129.47",2006
"80464",-120.07,38.36,"129.47",2006
"80488",-120.19,38.49,"129.48",2006
"80498",-120.19,38.48,"129.48",2006
"80503",-120.2,38.48,"129.48",2006
"80506",-120.2,38.49,"129.48",2006
"80519",-120.21,38.48,"129.49",2006
"80554",-120.19,38.48,"129.50",2006
"80578",-120.21,38.47,"129.51",2006
"80600",-120.22,38.47,"129.51",2006
"80609",-120.18,38.48,"129.52",2006
"80622",-120.19,38.48,"129.52",2006
"80633",-120.07,38.36,"129.53",2006
"80660",-120.17,38.46,"129.54",2006
"80685",-120.17,38.46,"129.55",2006
"80687",-120.18,38.46,"129.55",2006
"80715",-120.18,38.48,"129.56",2006
"80738",-120.06,38.37,"129.57",2006
"80742",-120.07,38.37,"129.57",2006
"80746",-120.07,38.38,"129.57",2006
"80750",-120.06,38.38,"129.57",2006
"80757",-120.19,38.15,"130.1",2006
"80804",-120.19,38.14,"130.1",2006
"80807",-120.2,38.14,"130.1",2006
"80860",-120.2,38.15,"130.1",2006
"80933",-120.22,38.13,"130.2",2006
"80979",-120.21,38.14,"130.3",2006
"81010",-120.21,38.14,"130.4",2006
"81058",-120.05,38.93,"131.1",2006
"81060",-120.05,38.92,"131.1",2006
"81082",-120.03,38.94,"131.2",2006
"81087",-120.02,38.94,"131.2",2006
"81098",-120.05,38.93,"131.3",2006
"81104",-120.05,38.92,"131.3",2006
"81113",-120.05,38.93,"131.4",2006
"81124",-120.16,39.14,"131.5",2006
"81136",-119.95,38.98,"131.6",2006
"81144",-120.12,39.04,"131.7",2006
"81154",-120.12,39.03,"131.7",2006
"81162",-119.95,38.98,"131.8",2006
"81170",-120.1,38.95,"131.9",2006
"81174",-120.1,38.94,"131.9",2006
"81179",-119.95,38.98,"131.10",2006
"81186",-120.15,39.16,"131.11",2006
"81193",-119.96,38.98,"131.12",2006
"81194",-119.95,38.98,"131.12",2006
"81198",-119.95,38.98,"131.13",2006
"81203",-119.95,38.98,"131.14",2006
"81211",-119.95,38.98,"131.15",2006
"81218",-119.95,38.98,"131.16",2006
"81226",-119.95,38.98,"131.17",2006
"81232",-120.16,39.14,"131.18",2006
"81237",-120.1,38.95,"131.19",2006
"81241",-119.95,38.98,"131.20",2006
"81247",-120.04,38.93,"132.1",2006
"81251",-120.04,38.94,"132.1",2006
"81293",-120.03,38.94,"132.1",2006
"81296",-120.03,38.93,"132.1",2006
"81315",-119.92,38.98,"133.1",2006
"81330",-119.92,38.97,"133.1",2006
"81362",-119.93,38.97,"133.1",2006
"81489",-119.93,38.98,"133.1",2006
"81593",-119.91,38.97,"134.1",2006
"81614",-119.9,38.97,"134.1",2006
"81632",-119.9,38.96,"134.1",2006
"81658",-119.91,38.96,"134.1",2006
"81674",-119.9,38.97,"135.1",2006
"81685",-119.9,38.96,"135.1",2006
"81737",-119.89,38.96,"135.1",2006
"81813",-119.91,38.97,"136.1",2006
"81816",-119.9,38.97,"136.1",2006
"81857",-119.92,38.98,"137.1",2006
"81897",-119.93,38.98,"137.1",2006
"81916",-119.92,38.99,"137.1",2006
"81945",-119.91,38.98,"138.1",2006
"81952",-119.91,38.97,"138.1",2006
"81957",-119.92,38.97,"138.1",2006
"81972",-119.92,38.98,"138.1",2006
"82049",-119.9,38.98,"138.1",2006
"82070",-119.93,38.96,"139.1",2006
"82071",-119.92,38.96,"139.1",2006
"82202",-120.15,39.05,"140.1",2006
"82207",-120.15,39.06,"140.1",2006
"82378",-120.14,39.06,"140.1",2006
"82413",-120.14,39.05,"140.1",2006
"82473",-120.16,39.07,"141.1",2006
"82476",-120.15,39.07,"141.1",2006
"82496",-120.15,39.06,"141.1",2006
"82497",-120.16,39.06,"141.1",2006
"82731",-120.17,39.05,"142.1",2006
"82759",-120.16,39.05,"142.1",2006
"82781",-120.17,39.06,"142.1",2006
"82785",-120.16,39.06,"142.1",2006
"82849",-120.15,39.06,"142.1",2006
"83208",-122.15,37.06,"144.1",2006
"83212",-122.14,37.06,"144.1",2006
"83223",-122.14,37.05,"144.1",2006
"83265",-120.13,37.82,"163.1",2006
"83288",-120.13,37.82,"163.2",2006
"83315",-120.19,37.83,"163.3",2006
"83337",-120.18,37.83,"163.4",2006
"83350",-120.19,37.83,"163.4",2006
"83362",-120.18,37.83,"163.5",2006
"83377",-120.13,37.82,"163.6",2006
"83391",-123.51,41.56,"164.1",2006
"83396",-123.5,41.56,"164.1",2006
"83405",-123.5,41.55,"164.1",2006
"83437",-123.51,41.55,"164.1",2006
"83449",-123.52,41.55,"164.1",2006
"83459",-123.52,41.54,"164.1",2006
"83464",-123.53,41.54,"164.1",2006
"83467",-123.53,41.55,"164.1",2006
"83513",-123.51,41.57,"164.2",2006
"83525",-123.52,41.57,"164.2",2006
"83551",-123.52,41.56,"164.2",2006
"83691",-123.49,41.58,"164.3",2006
"83718",-123.5,41.58,"164.3",2006
"83742",-120.04,38.19,"165.1",2006
"83841",-118.28,36.91,"166.1",2006
"83842",-118.28,36.92,"166.1",2006
"83852",-118.27,36.92,"166.1",2006
"83854",-118.27,36.93,"166.1",2006
"83869",-121.13,40.2,"167.1",2006
"83888",-121.13,40.19,"167.1",2006
"83957",-121.14,40.19,"167.1",2006
"83975",-121.14,40.2,"167.1",2006
"84049",-121.15,40.2,"167.1",2006
"84126",-121.15,40.2,"167.2",2006
"84135",-121.16,40.2,"167.2",2006
"84225",-121.16,40.2,"167.3",2006
"84291",-121.16,40.19,"167.3",2006
"84648",-121.15,40.2,"167.4",2006
"84687",-121.15,40.19,"167.4",2006
"84702",-121.16,40.19,"167.4",2006
"84751",-121.16,40.2,"167.4",2006
"84814",-121.14,40.2,"167.5",2006
"84818",-121.14,40.19,"167.5",2006
"85107",-121.14,40.19,"167.6",2006
"85115",-121.13,40.19,"167.6",2006
"85289",-121.15,40.2,"167.7",2006
"85293",-121.15,40.19,"167.7",2006
"85379",-121.12,40.19,"167.8",2006
"85444",-121.12,40.2,"167.8",2006
"85449",-121.13,40.2,"167.8",2006
"85491",-121.11,40.19,"167.8",2006
"85496",-121.14,40.19,"167.9",2006
"85504",-121.14,40.19,"167.10",2006
"85508",-121.14,40.19,"167.11",2006
"85513",-121.14,40.19,"167.12",2006
"85520",-121.14,40.19,"167.13",2006
"85524",-121.14,40.19,"167.14",2006
"85529",-121.14,40.19,"167.15",2006
"85533",-122.66,42.05,"168.1",2006
"85563",-122.67,42.05,"168.1",2006
"85597",-122.66,42.06,"168.1",2006
"85605",-122.66,42.05,"168.2",2006
"85606",-122.66,42.04,"168.2",2006
"85643",-119,36.69,"169.1",2006
"85886",-119.01,36.69,"169.1",2006
"85958",-119.01,36.68,"169.1",2006
"86311",-119,36.69,"169.2",2006
"86315",-119.89,37.59,"170.1",2006
"86472",-119.9,37.59,"170.1",2006
"87239",-119.89,37.6,"170.1",2006
"87967",-119.31,37.47,"170.2",2006
"88023",-119.51,37.47,"170.3",2006
"88089",-119.51,37.46,"170.3",2006
"88307",-119.51,37.46,"170.4",2006
"88406",-119.5,37.46,"170.4",2006
"88623",-119.41,37.22,"170.5",2006
"88709",-119.41,37.21,"170.5",2006
"88988",-119.61,37.28,"170.6",2006
"89118",-119.89,37.59,"170.7",2006
"89123",-119.89,37.59,"170.8",2006
"89127",-119.51,37.46,"170.9",2006
"89131",-121.36,41.63,"171.1",2006
"89144",-121.36,41.62,"171.1",2006
"89196",-121.37,41.63,"171.1",2006
"89204",-121.37,41.62,"171.1",2006
"89254",-121.38,41.62,"171.1",2006
"89277",-121.39,41.62,"171.1",2006
"89353",-121.38,41.63,"171.1",2006
"89382",-121.37,41.64,"171.1",2006
"89390",-121.36,41.64,"171.1",2006
"89406",-121.34,41.59,"171.2",2006
"89418",-121.35,41.59,"171.2",2006
"89449",-121.36,41.59,"171.2",2006
"89518",-121.34,41.6,"171.2",2006
"89540",-121.37,41.61,"171.3",2006
"89542",-121.36,41.61,"171.3",2006
"89567",-121.37,41.6,"171.3",2006
"89601",-121.35,41.61,"171.4",2006
"89613",-121.36,41.61,"171.4",2006
"89677",-121.36,41.57,"171.5",2006
"89692",-121.36,41.58,"171.5",2006
"89704",-121.37,41.58,"171.5",2006
"89743",-121.36,41.6,"171.6",2006
"89769",-121.35,41.6,"171.6",2006
"89781",-121.35,41.59,"171.6",2006
"89783",-121.36,41.59,"171.6",2006
"89812",-121.36,41.6,"171.7",2006
"89847",-121.35,41.6,"171.7",2006
"89906",-121.37,41.6,"171.7",2006
"89932",-121.34,41.6,"171.8",2006
"89943",-121.35,41.6,"171.8",2006
"89970",-121.37,41.6,"171.9",2006
"89971",-121.37,41.59,"171.9",2006
"89975",-121.36,41.6,"171.9",2006
"89980",-121.36,41.59,"171.9",2006
"90037",-121.39,41.64,"171.10",2006
"90060",-121.39,41.65,"171.10",2006
"90074",-121.35,41.6,"171.11",2006
"90098",-121.36,41.6,"171.11",2006
"90125",-121.37,41.61,"171.12",2006
"90140",-121.37,41.62,"171.12",2006
"90149",-121.34,41.6,"171.13",2006
